"time","AVG TEMP","SET TEMP","HUMIDITY","TEMP 1","TEMP 2","TEMP 3","WATER"
"2023-02-06 17:36:11","34.8","33.0","0","26.5","34.8","-1662.9","59"
"2023-02-06 18:06:11","34.0","33.0","0","26.7","34.0","-1662.9","59"
"2023-02-06 18:36:11","33.6","33.0","0","26.7","33.6","-1662.9","59"
"2023-02-06 19:06:11","33.7","33.5","0","26.6","33.7","-1662.9","59"
"2023-02-06 19:36:11","33.3","33.5","0","26.1","33.3","-1662.9","59"
"2023-02-06 20:06:11","31.0","33.5","0","26.0","31.0","-1662.9","59"
"2023-02-06 20:36:11","32.1","33.5","0","25.9","32.1","-1662.9","59"
"2023-02-06 21:06:11","32.0","33.5","0","25.7","32.0","-1662.9","59"
"2023-02-06 21:36:11","33.8","33.5","0","25.6","33.8","-1662.9","72"
"2023-02-06 22:06:11","33.1","33.5","0","25.4","33.1","-1662.9","72"
"2023-02-06 22:36:11","33.7","33.5","0","25.4","33.7","-1662.9","72"
"2023-02-06 23:06:11","32.5","33.5","0","25.4","32.5","-1662.9","72"
"2023-02-06 23:36:11","34.0","33.5","0","25.1","34.0","-1662.9","72"
"2023-02-07 00:06:11","33.8","33.5","0","25.2","33.8","-1662.9","72"
"2023-02-07 00:36:11","33.1","33.5","0","25.1","33.1","-1662.9","72"
"2023-02-07 01:06:11","33.9","33.5","0","24.8","33.9","-1662.9","72"
"2023-02-07 01:36:11","32.6","33.5","0","24.8","32.6","-1662.9","72"
"2023-02-07 02:06:11","33.9","33.5","0","24.7","33.9","-1662.9","72"
"2023-02-07 02:36:11","33.9","33.5","0","24.6","33.9","-1662.9","72"
"2023-02-07 03:06:11","33.9","33.5","0","24.6","33.9","-1662.9","72"
"2023-02-07 03:36:11","33.2","33.5","0","24.5","33.2","-1662.9","72"
"2023-02-07 04:06:11","33.9","33.5","0","24.6","33.9","-1662.9","72"
"2023-02-07 04:36:11","33.8","33.5","0","24.5","33.8","-1662.9","72"
"2023-02-07 05:40:57","33.2","33.5","0","24.3","33.2","-1662.9","72"
"2023-02-07 06:10:57","32.8","33.5","0","24.4","32.8","-1662.9","72"
"2023-02-07 06:40:57","32.7","33.5","0","24.7","32.7","-1662.9","72"
"2023-02-07 07:10:57","34.1","33.5","0","25.5","34.1","-1662.9","72"
"2023-02-07 07:40:57","34.4","33.5","0","26.0","34.4","-1662.9","72"
"2023-02-07 08:10:57","33.7","33.5","0","26.2","33.7","-1662.9","72"
"2023-02-07 09:12:58","33.4","33.5","0","27.3","33.4","-1662.9","72"
"2023-02-07 09:42:58","33.0","33.5","0","27.8","33.0","-1662.9","72"
"2023-02-07 10:12:58","33.2","33.5","0","28.3","33.2","-1662.9","72"
"2023-02-07 10:42:58","33.9","33.5","0","28.6","33.9","-1662.9","72"
"2023-02-07 11:12:58","33.2","33.5","0","29.0","33.2","-1662.9","72"
"2023-02-07 11:42:58","32.8","33.5","0","29.1","32.8","-1662.9","72"
"2023-02-07 12:12:58","33.8","33.5","0","29.1","33.8","-1662.9","72"
"2023-02-07 12:42:58","34.5","33.5","0","29.2","34.5","-1662.9","72"
"2023-02-07 13:12:58","33.1","33.5","0","29.4","33.1","-1662.9","72"
"2023-02-07 13:42:58","33.1","33.5","0","28.7","33.1","-1662.9","72"
"2023-02-07 14:12:58","33.4","33.5","0","28.8","33.4","-1662.9","72"
"2023-02-07 14:42:58","34.7","33.5","0","27.6","34.7","-1662.9","72"
"2023-02-07 15:12:58","34.2","33.5","0","27.9","34.2","-1662.9","72"
"2023-02-07 15:42:58","34.1","33.5","0","28.0","34.1","-1662.9","72"
"2023-02-07 16:12:58","33.8","33.5","0","27.6","33.8","-1662.9","72"
"2023-02-07 16:42:58","33.9","33.5","0","27.5","33.9","-1662.9","72"
"2023-02-07 17:12:58","33.7","33.5","0","27.0","33.7","-1662.9","72"
"2023-02-07 17:42:58","32.5","33.5","0","26.1","32.5","-1662.9","72"
"2023-02-07 18:12:58","33.7","33.5","0","25.5","33.7","-1662.9","72"
"2023-02-07 18:42:58","34.7","33.5","0","25.6","34.7","-1662.9","72"
"2023-02-07 19:12:58","34.5","33.5","0","26.6","34.5","-1662.9","72"
"2023-02-07 19:42:58","33.7","33.5","0","26.7","33.7","-1662.9","72"
"2023-02-07 20:12:58","33.2","33.5","0","27.2","33.2","-1662.9","72"
"2023-02-07 20:42:58","32.9","33.5","0","27.1","32.9","-1662.9","72"
"2023-02-07 21:12:58","33.2","33.5","0","26.8","33.2","-1662.9","72"
"2023-02-07 21:42:58","34.1","33.5","0","26.7","34.1","-1662.9","72"
"2023-02-07 22:12:58","33.7","33.5","0","26.7","33.7","-1662.9","72"
"2023-02-07 22:42:58","34.0","33.5","0","27.0","34.0","-1662.9","72"
"2023-02-07 23:12:58","33.6","33.5","0","26.7","33.6","-1662.9","72"
"2023-02-07 23:42:58","33.1","33.5","0","26.5","33.0","-1662.9","72"
"2023-02-08 00:12:58","33.7","33.5","0","26.5","33.7","-1662.9","72"
"2023-02-08 00:42:58","34.1","33.5","0","26.3","34.1","-1662.9","72"
"2023-02-08 01:12:58","33.1","33.5","0","26.4","33.1","-1662.9","72"
"2023-02-08 01:42:58","34.6","33.5","0","26.4","34.6","-1662.9","72"
"2023-02-08 02:12:58","34.1","33.5","0","26.0","34.1","-1662.9","72"
"2023-02-08 02:42:58","33.0","33.5","0","26.2","33.0","-1662.9","72"
"2023-02-08 03:12:58","33.8","33.5","0","26.4","33.8","-1662.9","72"
"2023-02-08 03:42:58","33.3","33.5","0","26.3","33.3","-1662.9","72"
"2023-02-08 04:12:58","33.4","33.5","0","26.0","33.4","-1662.9","72"
"2023-02-08 04:42:58","32.9","33.5","0","26.0","32.9","-1662.9","72"
"2023-02-08 05:12:58","33.7","33.5","0","26.1","33.7","-1662.9","72"
"2023-02-08 05:42:58","32.8","33.5","0","26.2","32.8","-1662.9","72"
"2023-02-08 06:12:58","34.0","33.5","0","25.9","34.0","-1662.9","72"
"2023-02-08 06:42:58","33.8","33.5","0","26.4","33.8","-1662.9","72"
"2023-02-08 07:12:58","33.1","33.5","0","26.9","33.1","-1662.9","72"
"2023-02-08 07:42:58","33.2","33.5","0","26.7","33.2","-1662.9","72"
"2023-02-08 08:12:58","34.5","33.5","0","26.5","34.5","-1662.9","72"
"2023-02-08 08:42:58","33.0","33.5","0","26.4","33.0","-1662.9","72"
"2023-02-08 09:12:58","33.2","33.5","0","27.1","33.2","-1662.9","72"
"2023-02-08 09:42:58","34.1","33.5","0","28.0","34.1","-1662.9","72"
"2023-02-08 10:12:58","33.5","33.5","0","28.4","33.5","-1662.9","72"
"2023-02-08 10:42:58","33.3","33.5","0","28.9","33.3","-1662.9","72"
"2023-02-08 11:12:58","33.3","33.5","0","29.2","33.3","-1662.9","72"
"2023-02-08 11:42:58","33.5","33.5","0","29.5","33.5","-1662.9","72"
"2023-02-08 12:12:58","33.6","33.5","0","29.9","33.6","-1662.9","72"
"2023-02-08 12:42:58","33.2","33.5","0","30.0","33.2","-1662.9","72"
"2023-02-08 13:12:58","33.9","33.5","0","30.3","33.9","-1662.9","72"
"2023-02-08 13:42:58","33.7","33.5","0","29.9","33.7","-1662.9","72"
"2023-02-08 14:12:58","33.3","33.5","0","29.7","33.3","-1662.9","72"
"2023-02-08 14:42:58","33.1","33.5","0","29.9","33.1","-1662.9","72"
"2023-02-08 15:12:58","33.7","33.5","0","29.9","33.7","-1662.9","252"
"2023-02-08 15:42:58","33.1","33.5","0","29.7","33.1","-1662.9","609"
"2023-02-08 16:21:00","33.1","33.5","0","29.3","33.1","-1662.9","0"
"2023-02-08 16:51:00","33.9","33.5","0","28.4","33.9","-1662.9","11"
"2023-02-08 17:21:00","33.6","33.5","0","28.1","33.6","-1662.9","29"
"2023-02-08 17:51:00","33.3","33.5","0","27.5","33.3","-1662.9","51"
"2023-02-08 18:21:00","33.1","33.5","0","27.5","33.1","-1662.9","70"
"2023-02-08 18:51:00","33.1","33.5","0","27.5","33.1","-1662.9","90"
"2023-02-08 19:21:00","33.3","33.5","0","27.6","33.3","-1662.9","106"
"2023-02-08 19:51:00","33.5","33.5","0","27.4","33.5","-1662.9","123"
"2023-02-08 20:21:00","33.9","33.5","0","27.5","33.9","-1662.9","141"
"2023-02-08 21:15:16","32.8","33.5","0","27.3","32.8","-1662.9","168"
"2023-02-08 21:45:16","34.3","33.5","0","27.2","34.3","-1662.9","195"
"2023-02-08 22:15:16","34.4","33.5","0","27.1","34.4","-1662.9","219"
"2023-02-08 22:45:16","32.9","33.5","0","27.2","32.9","-1662.9","238"
"2023-02-08 23:15:16","33.9","33.5","0","27.0","33.9","-1662.9","259"
"2023-02-08 23:45:16","33.6","33.5","0","26.9","33.6","-1662.9","280"
"2023-02-09 00:15:16","34.0","33.5","0","26.8","34.0","-1662.9","304"
"2023-02-09 00:45:16","33.2","33.5","0","27.1","33.2","-1662.9","321"
"2023-02-09 01:15:16","33.6","33.5","0","27.0","33.6","-1662.9","341"
"2023-02-09 01:45:16","33.5","33.5","0","27.0","33.5","-1662.9","362"
"2023-02-09 02:15:16","33.0","33.5","0","26.8","33.0","-1662.9","389"
"2023-02-09 02:45:16","33.0","33.5","0","26.7","33.0","-1662.9","405"
"2023-02-09 03:15:16","33.6","33.5","0","26.9","33.6","-1662.9","427"
"2023-02-09 03:45:16","33.3","33.5","0","27.0","33.3","-1662.9","448"
"2023-02-09 04:15:16","32.9","33.5","0","26.8","32.9","-1662.9","471"
"2023-02-09 04:45:16","34.4","33.5","0","26.6","34.4","-1662.9","489"
"2023-02-09 05:15:16","32.9","33.5","0","26.5","32.9","-1662.9","511"
"2023-02-09 05:45:16","34.4","33.5","0","26.7","34.4","-1662.9","531"
"2023-02-09 06:15:16","33.0","33.5","0","26.8","33.0","-1662.9","553"
"2023-02-09 06:45:16","33.6","33.5","0","26.6","33.6","-1662.9","575"
"2023-02-09 07:15:16","33.4","33.5","0","27.1","33.4","-1662.9","597"
"2023-02-09 07:45:16","33.2","33.5","0","27.3","33.2","-1662.9","621"
"2023-02-09 08:15:16","32.8","33.5","0","27.6","32.8","-1662.9","641"
"2023-02-09 08:45:16","34.1","33.5","0","27.6","34.1","-1662.9","674"
"2023-02-09 09:15:16","33.1","33.5","0","27.3","33.1","-1662.9","696"
"2023-02-09 09:45:16","33.1","33.5","0","27.8","33.1","-1662.9","728"
"2023-02-09 10:15:16","32.8","33.5","0","27.9","32.8","-1662.9","758"
"2023-02-09 10:45:16","32.4","32.5","0","28.5","32.4","-1662.9","784"
"2023-02-09 11:15:16","32.9","32.5","0","28.9","32.9","-1662.9","802"
"2023-02-09 11:45:16","33.6","32.5","0","29.3","33.6","-1662.9","821"
"2023-02-09 12:15:16","32.2","32.5","0","29.5","32.2","-1662.9","848"
"2023-02-09 12:45:16","32.6","32.5","0","29.5","32.6","-1662.9","864"
"2023-02-09 13:15:16","33.4","32.5","0","29.4","33.4","-1662.9","882"
"2023-02-09 13:45:16","31.5","32.5","0","27.3","31.5","-1662.9","902"
"2023-02-09 14:15:16","34.0","32.5","0","27.6","34.0","-1662.9","932"
"2023-02-09 14:45:16","33.3","32.5","0","27.3","33.3","-1662.9","958"
"2023-02-09 15:15:16","31.9","32.5","0","27.0","31.9","-1662.9","972"
"2023-02-09 15:45:16","32.6","32.5","0","26.5","32.6","-1662.9","987"
"2023-02-09 16:15:16","33.7","32.5","0","25.7","33.7","-1662.9","1003"
"2023-02-09 16:45:16","32.2","32.5","0","25.8","32.2","-1662.9","1023"
"2023-02-09 17:15:16","31.1","32.5","0","24.9","31.1","-1662.9","1042"
"2023-02-09 17:45:16","33.5","32.5","0","25.2","33.5","-1662.9","1059"
"2023-02-09 18:15:16","32.0","32.5","0","25.2","32.0","-1662.9","1079"
"2023-02-09 18:45:16","30.8","32.5","0","25.0","30.8","-1662.9","1097"
"2023-02-09 19:15:16","33.4","32.5","0","25.3","33.4","-1662.9","1126"
"2023-02-09 19:45:16","31.6","32.5","0","25.2","31.6","-1662.9","1144"
"2023-02-09 20:15:16","32.3","32.5","0","25.0","32.3","-1662.9","1177"
"2023-02-09 20:45:16","32.6","32.5","0","24.7","32.6","-1662.9","1205"
"2023-02-09 21:15:16","33.0","32.5","0","25.2","33.0","-1662.9","1236"
"2023-02-09 21:45:16","31.8","32.5","0","25.2","31.8","-1662.9","1269"
"2023-02-09 22:15:16","32.4","32.5","0","24.6","32.4","-1662.9","1295"
"2023-02-09 22:45:16","33.1","32.5","0","24.7","33.1","-1662.9","1324"
"2023-02-09 23:15:16","31.8","32.5","0","24.7","31.8","-1662.9","1362"
"2023-02-09 23:45:16","30.9","32.5","0","24.3","30.9","-1662.9","1395"
"2023-02-10 00:15:16","33.5","32.5","0","24.8","33.5","-1662.9","1423"
"2023-02-10 00:45:16","32.2","32.5","0","24.8","32.2","-1662.9","1457"
"2023-02-10 01:15:16","31.4","32.5","0","24.7","31.4","-1662.9","1494"
"2023-02-10 01:45:16","33.3","32.5","0","24.8","33.3","-1662.9","1515"
"2023-02-10 02:15:16","32.7","32.5","0","25.0","32.7","-1662.9","1541"
"2023-02-10 02:45:16","32.5","32.5","0","24.8","32.5","-1662.9","1579"
"2023-02-10 03:15:16","31.1","32.5","0","24.2","31.1","-1662.9","1612"
"2023-02-10 03:45:16","34.6","32.5","0","24.2","34.6","-1662.9","1644"
"2023-02-10 04:15:16","31.6","32.5","0","24.1","31.6","-1662.9","1675"
"2023-02-10 04:45:16","30.3","32.5","0","23.3","30.3","-1662.9","1708"
"2023-02-10 05:15:16","33.5","32.5","0","23.5","33.5","-1662.9","1737"
"2023-02-10 05:45:16","31.8","32.5","0","23.9","31.8","-1662.9","1768"
"2023-02-10 06:15:16","31.0","32.5","0","24.0","31.0","-1662.9","1800"
"2023-02-10 06:45:16","32.5","32.5","0","24.3","32.5","-1662.9","1834"
"2023-02-10 07:15:16","33.1","32.5","0","24.7","33.1","-1662.9","1867"
"2023-02-10 07:45:16","33.3","32.5","0","25.6","33.3","-1662.9","1899"
"2023-02-10 08:15:16","31.2","32.5","0","25.8","31.2","-1662.9","1930"
"2023-02-10 08:45:16","33.4","32.5","0","26.4","33.4","-1662.9","1966"
"2023-02-10 09:15:16","34.2","32.5","0","27.4","34.2","-1662.9","2003"
"2023-02-10 09:45:16","33.0","32.5","0","27.7","33.0","-1662.9","2031"
"2023-02-10 10:15:16","32.8","32.5","0","28.5","32.8","-1662.9","2052"
"2023-02-10 10:45:16","32.7","32.5","0","29.0","32.7","-1662.9","2076"
"2023-02-10 11:15:16","32.5","32.5","0","29.6","32.5","-1662.9","2103"
"2023-02-10 11:45:16","32.0","32.5","0","29.5","32.0","-1662.9","2124"
"2023-02-10 12:15:16","32.2","32.5","0","29.8","32.2","-1662.9","2152"
"2023-02-10 12:45:16","32.4","32.5","0","29.7","32.4","-1662.9","2186"
"2023-02-10 13:15:16","32.4","32.5","0","30.5","32.4","-1662.9","2214"
"2023-02-10 13:45:16","32.0","32.5","0","30.0","32.0","-1662.9","2248"
"2023-02-10 14:15:16","32.2","32.5","0","30.1","32.2","-1662.9","2278"
"2023-02-10 14:45:16","33.0","32.5","0","29.9","33.0","-1662.9","2322"
"2023-02-10 15:15:16","32.1","32.5","0","29.5","32.1","-1662.9","2350"
"2023-02-10 15:45:16","32.0","32.5","0","27.9","32.0","-1662.9","2378"
"2023-02-10 16:15:16","31.8","32.5","0","26.8","31.8","-1662.9","2424"
"2023-02-10 16:45:16","32.4","32.5","0","26.3","32.4","-1662.9","2464"
"2023-02-10 17:15:16","33.4","32.5","0","26.0","33.4","-1662.9","2501"
"2023-02-10 17:45:16","33.7","32.5","0","25.7","33.7","-1662.9","2538"
"2023-02-10 18:15:16","33.4","32.5","0","25.6","33.4","-1662.9","2574"
"2023-02-10 18:45:16","32.2","32.5","0","25.6","32.3","-1662.9","2611"
"2023-02-10 19:15:16","33.6","32.5","0","25.6","33.6","-1662.9","2651"
"2023-02-10 19:45:16","33.2","32.5","0","25.5","33.2","-1662.9","2687"
"2023-02-10 20:15:16","33.2","32.5","0","25.2","33.2","-1662.9","2723"
"2023-02-10 20:45:16","33.8","32.5","0","25.1","33.8","-1662.9","2763"
"2023-02-10 21:15:16","33.7","32.5","0","25.0","33.7","-1662.9","2809"
"2023-02-10 21:45:16","32.0","32.5","0","24.8","32.0","-1662.9","2848"
"2023-02-10 22:15:16","31.9","32.5","0","24.8","31.9","-1662.9","2890"
"2023-02-10 22:45:16","34.1","32.5","0","24.6","34.1","-1662.9","2934"
"2023-02-10 23:15:16","32.9","32.5","0","24.5","32.9","-1662.9","2977"
"2023-02-10 23:45:16","31.9","32.5","0","24.3","31.9","-1662.9","3020"
"2023-02-11 00:15:16","33.7","32.5","0","24.3","33.7","-1662.9","3062"
"2023-02-11 00:45:16","30.0","32.5","0","24.2","30.0","-1662.9","3110"
"2023-02-11 01:15:16","30.5","32.5","0","24.3","30.5","-1662.9","3151"
"2023-02-11 01:45:16","31.0","32.5","0","24.2","31.0","-1662.9","3196"
"2023-02-11 02:15:16","31.1","32.5","0","24.2","31.1","-1662.9","3243"
"2023-02-11 02:45:16","31.7","32.5","0","24.3","31.7","-1662.9","3282"
"2023-02-11 03:15:16","34.1","32.5","0","24.2","34.1","-1662.9","3326"
"2023-02-11 03:45:16","32.5","32.5","0","24.1","32.5","-1662.9","3369"
"2023-02-11 04:15:16","31.3","32.5","0","24.1","31.3","-1662.9","3412"
"2023-02-11 04:45:16","33.1","32.5","0","24.2","33.1","-1662.9","3455"
"2023-02-11 05:15:16","33.9","32.5","0","24.2","33.9","-1662.9","3496"
"2023-02-11 05:45:16","33.4","32.5","0","24.2","33.4","-1662.9","3543"
"2023-02-11 06:15:16","31.6","32.5","0","24.4","31.6","-1662.9","3589"
"2023-02-11 06:45:16","32.3","32.5","0","24.8","32.3","-1662.9","3632"
"2023-02-11 07:15:16","33.0","32.5","0","25.0","33.0","-1662.9","3678"
"2023-02-11 07:45:16","32.9","32.5","0","25.3","32.9","-1662.9","3724"
"2023-02-11 08:15:16","33.5","32.5","0","26.0","33.5","-1662.9","3763"
"2023-02-11 08:45:16","31.9","32.5","0","26.4","31.9","-1662.9","3813"
"2023-02-11 09:15:16","32.1","32.5","0","26.9","32.1","-1662.9","3865"
